sentence,gpt_labels,warning,log
wat het die de Duvel doar inschuund Woar is de ganzehoed bleven?,"[(47, 56, 'animals')]",False,
"Flux was den vlammen-stoker Ghedoken in een haegh, ghekropen in een roos, VVaer door hy met een vocht vermeerderde haer bloos.","[(44, 49, 'plants'), (68, 72, 'plants')]",False,
"Aristoteles die seght, ist dat men een ey leght op het sout water het swemt boven op, en soo het geleyt wort in regen water het sinckt en gaet te gronde.",[],True,Multiple occurrences of 'ey' (animals)
"Verhaert 's flink geborstelde Zeebonken - echt realistische typen - genoten hier, evenals Schaefels' Zeeslag, denzelfden bijval als verleden jaar op het Gentsche Salon.",[],False,
"Ook daar werden onderzoekingen bevolen, waarbij vele inlanders werden gehoord omtrent de overeenkomsten door hen met particuliere ondernemers voor den aanplant van suikerriet aangegaan: onderzoekingen, die het noodwendig gevolg hadden, dat onrust verspreid en de bevolking voor het ongenoegen der regeering bevreesd werd.","[(164, 174, 'plants')]",False,
"Het Manneken toe gelaaten te sijn, als sijn lust ende vermaak inde guerige frisheid vande lugt, ende de bekoorelijke aangenaamheid vande velden ende bloemen, te moogen neemen; ende het Wijfken alleen, de sorg van het huys, ende de vrugten der voorteeling, bevoolen te sijn: Waar om het ook de agterste deelen geduurig uytsteekende, het Manneken als tot sijn pligt schijnt te noodigen; het welke van gelijken sijn beroep niet willende naalaaten, als door een eerelijke omhelsinge sijn geslagt komt te vereeuwigen.","[(149, 156, 'plants')]",False,
"Wat ik dan van den mensch zie, ik kan nergens gelijkheid vinden, al zoo min als tusschen een' olifant en eene muis, een' arend en eene vlieg.","[(94, 101, 'animals'), (110, 114, 'animals'), (121, 126, 'animals'), (135, 140, 'animals')]",False,
"Men had hem eens doen aderlaaten, vervolgens Spaansche Vliegen gelegd, en buikzuiverende middelen gegeeven.",[],True,'Spaanse vliegen' (animals) not found
"Elke verheffing van wind doet haar golven als de staart van een reusachtig paardwindje voert het overige nat mede en schudt het op een kwartier afstands op de boomen en de bloemen, als een dauw van juweelen.","[(159, 165, 'plants'), (172, 179, 'plants'), (75, 80, 'animals')]",False,
"Deeze zyn, by de Europische Volkeren, veelal geschikt naar het Geslagt en den ouderdom van het Paard.","[(95, 100, 'animals')]",False,
"Grenzenloos was hunne vereering voor den man, die hun den blinddoek van de oogen gerukt en getoond had welk een onmetelijk vergezicht zich opent voor den mensch, die begrepen heeft dat hij niet slechts een begeerig en hartstochtelijk dier maar ook een redelijk wezen is.","[(234, 238, 'animals')]",False,
"De Lyderesse gebruikte hiervan, in den beginne, des daags drie poeijers, en, niettegenstaande de gifte zeer gering was, zo verwekte dezelve doch aanvangelyk braakingen, waarby zy eene menigte slym loosde; - zelfs deeze braakingen verschaften groote verligting, en moedigden de Lyderesse aan, deeze poeijers voort te gebruiken: na dat de braakingen verminderden, vermeerderde ik het gebruik der poeijers tot op vier des daags.",[],False,
"Ar.B.) Menschen pijnt Gode danckbaer te zyne, Commen es ons zo zoet eenen tijdt, Couvere van coorene ende vulhede van wyne, Claer somere ende drooghe veur ons proffijt, Conynck ghecroondt, niet zonder strijt, Leeft nu Lodewijck in Vranckerijcke!","[(169, 176, 'animals')]",False,
"Daarna valt de drukte in van maaien en hooien, en vóór dien tijd reppen zich alle handen, om, behalve voor de bewerking der aardappelvelden, te zorgen voor het uitdiepen van slooten, het herstellen van wallen, het aanbrengen van hekken en andere afsluitingen, ten einde het naar buiten hunkerende vee straks binnen de grenzen te houden van zijne groene weiden.","[(124, 139, 'plants'), (297, 300, 'animals')]",False,
"De beeren wierden verwoed, toen zy zagen, dat den buit hen was ontgaan, en liepen nu regelregt op het schip los, om hetzelve te beklimmen.","[(3, 9, 'animals')]",False,
Een reusachtige hond.,"[(16, 20, 'animals')]",False,
"Aan Roozemont, De roem der veldgodinnen.",[],False,
"D'Eerste Tamme ofte Witte Mostaart heeft byna bladen als de rapen, dog kleinder en ruiger, maar aan de struik werden sy hoe hooger hoe kleinder en meer gesneden.",[],True,'Tamme Mostaart' (plants) not found
Vliet Babels religioen Die Christus arme schapen Met dreck van menschen voen.,"[(41, 48, 'animals')]",False,
"Maar de zwanendrift behoorde tot de regten der hooge heerlijkheid, de zwaan was als het symbool daarvan, en wie de zwanen schond, die maakte zich niet alleen aan wreedheid schuldig; die pleegde majesteitschennis.",[],True,Multiple occurrences of 'zwanen' (animals)
"Cats en tollens zullen in de Nederlandsche Letterkunde den naam van Volks-dichter blijven voeren en behouden, door alle eeuwen heen.","[(0, 4, 'animals')]",False,
"Men hoorde het in de hoogste en laagste standen zingen, en zelfs als Napoleon I zijn oorlogspaard besteeg mompelde hij: Malbroek die gaat ten oorlog enz. Papier in Japan.","[(85, 97, 'animals')]",False,
niet allen twijgen van denzelfden stam?,"[(11, 18, 'plants'), (34, 38, 'plants')]",False,
"Zou de angst hem van hier gedreven hebben, of heeft eenig verscheurend dier hem in deze geheimzinnige plaats aangerand en verjaagd?","[(58, 75, 'animals')]",False,
"Wee ezels, blinden wee!","[(4, 9, 'animals')]",False,
Een koele vrijer.,[],False,
"Handleiding tot de behandeling en gezondheidsbewaring der paarden, 1815, 8o. Beknopte handleiding tot de paardenkennis, derzelver geneeskunde en gezondheidsbewaring, voor eerstbeginnende beoefenaren dezer wetenschap, gr. 8o. Amst.",[],True,Multiple occurrences of 'paarden' (animals)
"Van de vaste spijzen, visch en vleesch, kan hij maar weinig naar binnen krijgen; alles is toebereid met kokos-olie.","[(104, 109, 'plants'), (22, 27, 'animals')]",False,
"Hier op den Keyser heel toornigh thoont den appel, overtuyght haer van leugen, en soo hy meynde van ongetrouwicheyt t'hemwaerts, die haer van de straet opgeheven had tot den throon.","[(44, 49, 'plants')]",False,
"'k Wou liever een luis als een papegay doen klappen, of een esel een Sarbanden dansen doen.",[],True,'papegaai' (animals) not found; 'ezel' (animals) not found
"” Heb ik mij niet misdeeld en als tot het ongeluk geboren geacht, terwijl een ander, al misgunde ik het haar juist niet, slechts met rozen het levenspad werd bezaaid?","[(133, 138, 'plants')]",False,
"VVant daer is niet een mensch ontrent haer svvarte deuren, Daer is, gelijck het schijnt, een vvooningh voor de doot, Geen hoenders op de vverf, geen enden in de sloot.","[(122, 130, 'animals'), (149, 154, 'animals')]",False,
"Evenals de Staat reeds nu posterijen en telegrafie beheert, evenals hij domeinen bezit, spoorwegen exploiteert, in enkele landen de regie van den tabak bezit, zou de Staat achtereenvolgens eigenaar en exploitant kunnen worden van alle fabrieken, vervoermiddelen, spoorwegen, magazijnen, enz. Maar op die wijze versterkte men weder den Staat der ‘burgerij,’ der kapitalisten.","[(146, 151, 'plants')]",False,
"Geef mij mijn wagen, dan zal ik over al het andere niet meer spreken, en alles vergeten.",[],False,
"Wilt gy my dog zoo eenmaal zetten, Door u goedgunstig aangesigt, Dat ik mag leven na u Wetten, Waar toe, Heer, dat ik ben verpligt.",[],False,
"Zoo ik een rozenperk begiet, is het morgen verdord; terwijl ik overtuigd ben, dat, zoo gij des avonds over de haag van een braakliggend land staardet, er des morgens een zee van koorn op golven zoude.","[(11, 20, 'plants'), (178, 183, 'plants')]",False,
"Mijn hert is vol elent; Ik vind mijn heel bedrogen: Waer ik mijn went, Climene mijn niet kent.",[],False,
"DE Meerkatten zijn van een sonderlinge snedigen aert en verstant, ende om haer potsemaeckery bemint, sy zijn snedigh in alle loosheyt, somtijts een mensch alleen siende, komen sy af om met hem te speelen: breecken de tacken van de bomen, en werpense de Voor-by-reysende naer het hooft.","[(231, 236, 'plants'), (3, 13, 'animals')]",False,
"VVt, uyt, my dunckt dat vvy al achter 'tnet visschen.","[(44, 52, 'animals')]",False,
"Een kleine gladharige hond sprong van den wal in de schuit, besnuffelde mij even en ging toen een plaatsje op de voorplecht zoeken, waar hij kwispelstaartend staan bleef.","[(22, 26, 'animals')]",False,
"In overeenstemming hiermede, hebben de door pasteur uitgevoerde proefnemingen, waarbij hij groote hoeveelheden lucht door zuivere boomwol of dergelijke lichamen liet strijken bewezen, dat er in deze stoffen sporen van gewone schimmelvormen werden afgezet, en in dikwijls verrassende menigte vindt men ze altijd aan de oppervlakte van vaste lichamen, welke dan ook, hetzij ze in de gewone beteekenis des woords ‘stoffig’ zijn of niet.",[],False,
"De kop, zegt hy, maakte de helft van den visch uit, en had ene byzondere gestalte, byna als de kolf van een snaphaan, of het omgekeerd voorste gedeelte van een schoenleest.","[(41, 46, 'animals')]",False,
"Wanneer wij er bijvoegen, dat het onmisbare Palestina natuurlijk niet vergeten is en een zeer bruikbaar afzonderlijk kaartje van Java in de serie is opgenomen, meenen wij genoeg te hebben gezegd ter aanbeveling dezer uitgave die, hoe beknopt ook, onzen veelbelovenden jongens en meisjes van dienst kan zijn om niet midi à quatorze heures te zoeken en de stereotype begripsverwarring te bestendigen tusschen Oostinje, Westinje en het land der nikkers.",[],False,
"Terwijl zij nu op de krakende sneeuw als vastgeworteld stond, klinkt er op eens in de verte een dof geruisch, en het trappelen van paarden over de vastbevrozen sneeuw haar tegen, en - bliksemsnel komt de gedachte in haar op: ‘Welligt zijn het roovers, die dit van de menschen verlaten oord voor hunne misdadige vereenigingsplaats hebben uitgekozen.","[(131, 138, 'animals')]",False,
"Uw outer is het vlak van Wodan's gryzen steen; Uwe offeranden, 't bloed van hagelblanke stieren; Uw hoogtydsdos, de blaên die uwen kruin versieren; Uw koorlamp, 't schynend licht der maen door 't nevelgaes; Uw eenig reukwerkvat, het geurig bloemenwaes!","[(116, 121, 'plants'), (88, 95, 'animals')]",False,
’ Hoort gij den vriendelijken tolk der bloemen?,"[(39, 46, 'plants')]",False,
"En komen er nu nog persoonlijke grieven bij; heeft iemand ons ooit, al was het zonder eenig opzet, op de teenen getrapt, heeft men ooit onze inbeelding of ij delheid gekrenkt of haar teleurgesteld, of ons tegengestaan in onze wenschen en plannen, dan roert de draak met te meer woede de staarten, en onze beleediger is voor altijd een domkop, zoo al geen deugniet.","[(260, 265, 'animals')]",False,
Aen het einde: Gheprint Thantwerpen inde Cammerstrate in den Mol.,[],False,
Plotseling viel Zaninovich met de honden-sleê in eene diepte!,"[(34, 45, 'animals')]",False,
"Van honden, paarden en stieren weet P. ook veel te verhalen, doch alles kan ik niet mededeelen.","[(4, 10, 'animals'), (12, 19, 'animals'), (23, 30, 'animals')]",False,
"Dit alles zynde aangemerkt, zet den Uil op Blok I.","[(36, 39, 'animals')]",False,
"Het naast aan den Mensch, zyn de viervoetige vleeschvretende Dieren de talryksten en verslindendsten.","[(33, 67, 'animals')]",False,
Olijftak.,"[(0, 8, 'plants')]",False,
het ooghe vande Struys Is vanden ouden tijt een lesse voor het huys.,"[(16, 22, 'animals')]",False,
"Decius en Valeriaan Hem lieten met schorpioenen slaan, Zij waren zeer onvrede: Hy wilde hun goon niet bidden aan, Nog offerhanden doen meede, 11.","[(35, 47, 'animals')]",False,
"Ik quam zeer jonk ten Hoof, maer bleef niet zoo 'k 'er quam, Ik was in al mijn doen als een onnozel lam, Ik was oprecht, en slecht, maer ach! 't verkeerde vaerdig, Want die ten Hove leefd, word met het Hof eenaerdig, Boosachtig wierd mijn hert, bedrieglijk mijne grond, Geveynsdelijk mijn tong, en dubbeld mijne mond; Ootmoedig was ik eerst door schaemte neer geslagen, Daer na brocht my het Hof tot eygen wel behagen; 'k was machtig en geschikt, maer viel door overdaed; Ik scheyde van het goed, en keerde tot het quaed; Ik leerden dertel zijn, met grooten grootsheyd plegen; Mijn meerder eerden ik, mijn minder viel ik tegen; De staet-zucht dreef my aen na Hoofsche eer te staen, Ia, daer en mocht met my nauw yemand ommegaen; Te vooren had ik God den Heer altijd voor oogen, Maer 't Hof en wild' in my die oeff'ning niet gedogen; Ik hielt wel rekening in 't tijdelijke goed, Maer zelden heb ik daer gerekend in 't gemoed; Vaek zocht ik uyt een lust in aerdsche schat te spelen, Maer zelden om van dien den armen meê te delen; Ik zocht begeerlijkheyd alleenig te voldoen, Om dat staet-zuchtig hert in die begeert te voên; 'k Hield rekening in tijd, niet om in deugd te leven, Maer, om dat my de tijd zou mogen wellust geven; 'k Hield rekening met die, die schuldig was aen my, En ging den armen mensch in zijnen noot verby; 'k Hield rekening, dat my te wil, mijn dienaers dienden, En niet hoe dat ik zou bedienen Godes vrienden; 'k Hield rekening, dat men my dienden wel te pas, En niet hoe veele dienst ik Gode schuldig was; 'k Hield scherpe rekening, om 't leven lang te hoeden, En niet om dat, helaes!","[(100, 103, 'animals')]",False,
Dolheid der Paarden.,"[(12, 19, 'animals')]",False,
"Bekent dat hy alleen is Godt, gaet ons bereyden, Tot sijn Volck, end' tot Schapen sijner Weyden.","[(74, 81, 'animals')]",False,
Vee wordt van daar verkreegen in groote menigte en voor een laagen prys.,"[(0, 3, 'animals')]",False,
"Hier werd de oogst door overstrooming of langdurige droogte verwoest, daar werden gansche steden door vulcanische uitbarstingen in puinhoopen verkeerd, ginds mensch en dier door allerlei kwaadaardige ziekten ten offer gebracht.","[(82, 89, 'animals'), (168, 172, 'animals')]",False,
"Maar elk vogeltje zingt, zooals het gebekt is; en mijn platte tongval belet niet, dat ik trotsch ben op mijn geboorteland.","[(9, 17, 'animals')]",False,
"Ook noemt men het Fokekio, dat het Boek van uitmuntende Bloemen beteekent.","[(18, 25, 'plants'), (56, 63, 'plants')]",False,
"De slang wierp een zoo duivelachtig boosaardigen blik den vlugtende achterna, dat ik onwillekeurig schrikte en terug sprong.","[(3, 8, 'animals')]",False,
"'t Is ontleent van de Paapen in hun Misdoen, die den beker alleen voor zich behouden, en andere laten toekijken.",[],False,
"Vergelijkt eene lijn met eenen lichtstraal, met eenen hefboom, een getal met eene bezitting, of beiden met beweging en tijdsruimte, en de gezigt-, de werktuig-, de huishouden sterrekunde worden volmaakter; maar zedeleer, staatkunde en fraaije kunsten, die teedere bloemen, welke weleer zoo frisch prijkten op den grond van Athene, verwelken en verdorren onder onzen onvruchtbaren hemel, in weerwil der verstandigste en zorgvuldigste kweeking.","[(264, 271, 'plants')]",False,
"Het stelt onze stad voor van de Z.W. zijde, aan den rechterboord der Delftsche Vliet: van den weg naar Lammen af gezien.",[],False,
"Want je kunt zeer wel aan de eikeboomen zien, dat zy met voordagt zyn gemaakt, om blaaden voort te brengen, die, tot voedsel van den boom, vogt, uit de lugt, inslurpen, en ons, in den zomer, tot schaduw dienen; en vrugten, eikels naamlyk, waar uit weer nieuwe eikeboomen groeien, en die, door verscheide dieren, gegeeten worden; en hout, dat tot een stam groet, om de takken en blaaden te draagen, en dat ook zeer goed is om te timmeren.",[],True,Multiple occurrences of 'eikeboomen' (plants); Multiple occurrences of 'blaaden' (plants)
"Ik gis dat dit genomen is van een boomgaard, dien men van de rispen niet meer weet te zuiveren, om dat zy te zeer vermenigvuldigt zyn; of wiens kerssen, en diergelyke fruiten, ymand niet langer tegen de roofvogels kan bewaren, en'er daar om eindeloos de hand van aftrekt.","[(34, 43, 'plants'), (144, 151, 'plants'), (203, 213, 'animals')]",False,
"Het is nu de taak van het leger, om den tijd, daarvoor benoodigd, benevens voor tal van andere werkzaamheden - wapenen van forten, vrijmaken van verboden kringen, kappen van bosschen en slechten van buitenplaatsen, die nu nog tusschen onze beste forten in liggen enz. - te winnen; m.a.w. den vijand zoolang op te houden, totdat liniën en vestingen in verdedigbaren toestand gebracht zijn.","[(174, 182, 'plants')]",False,
Aen al zijn broeders tsamen Hy lieflick oorlof nam Hy en wilde hem dwoort niet schamen Als hy tschauot op clam Als een onnoosel lam Oodtmoedich dat hy quam Maer die woluen die daer quamen Die bleuen al euen gram.,[],True,Multiple occurrences of 'lam' (animals); 'wolven' (animals) not found
