,sentence,label
570,"Soo haest de risp heeft afgeleydt haer swarte vellen, Vliegt door geheel het huys, en gaet de menschen quellen, Komt ongenoot te gast, en om de lichten swerft, Gaet nestelen in 't bont, en menigh kleet bederft.","[(46, 52, 'animals')]"
571,"(Wij vreezen zelfs, dat dit vooroordeel, algemeen bij den Buitenlander gekweekt, hem, bij zijne onkunde aan onze taal, de Nederlandsche poëzij als plat, zielloos en gemeen heeft doen verwerpen, zonder haar de moeite van onderzoek, of aanleering onzer taal, waardig te keuren.) De Schrijver was door zijn onderwerp volstrekt geroepen, ons van deze blaam te zuiveren.",[]
572,"In Ierland, Engeland, Nederland, Zweden, enz. wordt ongemeen veel leder gemaakt, (daar wij schoenen, laarzen, enz. van dragen, en waarvan zulk een groot gedeelte aan de rijtuigen gebruikt wordt,) hetwelk alles van de huid der runderen komt; terwijl die der kalveren ook vele nuttigheden aanbrengt.","[(226, 234, 'animals'), (257, 265, 'animals')]"
573,"Ik begrijp, hij zal van zijne zijde beweren, dat daartusschen geen onderscheid gemaakt worden mag: want geheel zijn werk is eene proefneming, om op het punt der Eschatologie de Bijbelsche Dogmatiek als geheel identisch met de Christelijke te doen voorkomen.",[]
574,"Maar vergeefsch is daauwbesprengen, Zefiradem, zonnevuur.",[]
575,doe vonden si alle dat ghebeente ende dat vleysche van een ghestroyt.,"[(59, 68, 'animals')]"
576,"De tortelduiven, welke tot dat doel zijn opgebragt, worden geblinddoekt, en in enge kooijen gezet, opdat zij de wieken niet tegen de tralies zullen slaan.","[(3, 15, 'animals')]"
577,"duizenden menschen bewegen, zoodat men daar een voortdurend gegons hoort als in een reusachtigen bijenkorf.","[(97, 106, 'animals')]"
578,"Je zingt weêr 't ouwe liedje, En 'k moet toch 't zeegat uit.",[]
579,omdat j' uw volk zoolang getrouw en eerlijk hebt gediend.,[]
580,"Scholte wörde biister nortig, En dat mussen honde en veldvlesch (Aij' kunt denken) raer ontgelden.","[(37, 43, 'animals'), (44, 49, 'animals')]"
581,"Omtrent het eerstgemelde onderwerp oppert de vernuftige Schryver de volgende stellingen, ten bewyze, naar zyne meening, dat zo wel het een als het ander geen weezenlyk Kwaad is, maar altyd iet goeds voortbrengt.",[]
582,"Zij minde hem vroeg reeds, En hij haar, met een vreedzame liefde, die jaren geduldig Wachtte, tot hij in staat zou zijn om 't brood te verdienen Voor 't aanstaande gezin.",[]
583,"Van Leyden begaf hij zich naar Utrecht, waar hij in October 1701 doctor in de geneeskunde werd.",[]
584,Gegraaven graaten en wervelbeenderen van visschen.,"[(41, 49, 'animals')]"
585,"[Os] OS, z.n., m., van den os; meerv.","[(27, 29, 'animals')]"
586,"Dese beesten worden veel in Asia, Grieckenlandt en Aegypten, &c. gevonden.","[(5, 12, 'animals')]"
587,"Als ick sagh haer rooder wangen, Daer ick so seer na verlange, En haer ooghjes bruyn als git, En haer tantjes lely wit, Hare soete stem en tale, Klinckt gelijck een Nachtegale, Als ick haer soete stem vernam, Mijn docht, dat ick in den hemel, etc. Haer minnelijcke sangh, Houd mijn herte in bedwang.","[(165, 175, 'animals')]"
588,"A. Laaten we dan den nevel, eene uitwaasseming der Aarde, verkiezen, die zich, by heldere voorjaars dagen, of by warme heldere zomersche tyden, vertoont als een witte Damp, aartig over de velden golvende, die, by het daalen der Zon, de gedaante van eene vuurige Wolk aanneemt, of zich vereenigt met den Daauw.",[]
589,- Zoo kan geen schepsel u verstaan - gromt Paul - lees toch duidelijk!,"[(15, 23, 'animals')]"
590,"Keizer Napoleon I, (zooals men weet behoorde Luik toen maals aan Frankrijk) zond den opzichter Goffin bij decreet van 12 Maart 1812 het welverdiende kruis van het legioen van eèr en een levenslang pensioen van 600 francs 's jaars ter belooning zijner edele en moedige handelwijze.",[]
591,"Als dit zag de leeuw verheven, Heeft hy den lintworm toen terstond gebragt om 't leven.","[(15, 20, 'animals'), (44, 52, 'animals')]"
592,"Toen dezelve nu genoegzaam droog geworden was, bespeurde ik tot mijne groote verwondering en blijdschap teffens, dat 'er eenige teekens van leeven als wederom inkwamen, de Hairtjes op dezelve begonnen te trillen, zonder dat het Lichaam zelfs zich nog het minste verroerde, vervolgends begonnen ook de Knopjes, waarop deeze Hairen geplaatst zijn, zich te beweegen, en in het Vel der Rups kwam eenige trekking; eindelijk begon het Lichaam volkomene stuiptrekkende beweegingen te verkrijgen, en het Dier kwam, van tijd tot tijd, al meer en meer in het leeven te rug.","[(382, 386, 'animals'), (496, 500, 'animals')]"
593,"28 't Is Veel, maer niet Genoegh: Datm' eens door Christi kennis De zondts bezoedeling, des werelts vuylicheydt Ontvloden is geweest in vaste Deuchdts gewennis; Of 't padt al heeft bekent dat ter gerechtheydt leydt.",[]
594,"Zij moeten als inleiding dienen op de paragraaf (II, 21) waar Merkus, door Van den Bosch hersteld in zijne betrekking en rang bij den Raad van Indie en tevens tot speciaal kommissaris voor Sumatra aangewezen, de rol van gevallen engel vervult: ‘Alzoo was Merkus in zijne eer hersteld, blijkbaar ten koste van zijne algeheele toetreding tot de beginselen van Van den Bosch.",[]
595,"Het geheel bestond nu in 270 pond hard roggenbrood, 3 schepels gort, 3 schepels erwten, alsmede 4 vlesschen korenbrandewijn, die om den wille van ons, zoo aan zijn als ons volk waren uitgeschonken.",[]
596,"Dan, de oorzaak van het vroegtijdig afsterven van zijn vriend en reisgenoot Kuhl, was het ook van zijn dood.",[]
597,"Grenzenloos was hunne vereering voor den man, die hun den blinddoek van de oogen gerukt en getoond had welk een onmetelijk vergezicht zich opent voor den mensch, die begrepen heeft dat hij niet slechts een begeerig en hartstochtelijk dier maar ook een redelijk wezen is.","[(234, 238, 'animals')]"
598,Cats daarentegen onder de Hollanders smaakte hem beter.,"[(0, 4, 'animals')]"
599,"Als de Telghen groen van blaan Aen de soete Linde staen: Lockt het pluym-gediert tot hem Met een heughelijcke stem Van de eene Tack op d'aer Zijn gewenschte wederpaer (met een nieuw ontsteecken lust) Minne-kuertjes, dertel blust.","[(7, 14, 'plants'), (44, 49, 'plants'), (67, 80, 'animals')]"
600,"’ - ‘Myn leden nog zwak door het lyden der baring,’ dit kan niet doorgaan; het is te ultranatuurlyk!",[]
601,"Ter eener en anderer zij poogde men het volk binnen de oude palen terug te brengen, en beide partijen maakten van de stemming na den oorlog gebruik.",[]
602,"Ghy hebt (gelijck het schijnt) te vvonder veel bedreven, En, ick en vveet niet hoe, bekommert moeten leven; Maer segh my doch een reys, hebt ghy oyt meer gedaen Als die hier nevens ons haer kudden gade slaen?",[]
603,"Was ik als gy, 'k zou 't niet gedoogen, Dat zy de Inënting ondergong: Was ik als zy, hoe zoet je ook zong, Of wel begon met dreigementen, Ik zou my toch niet laten enten, Ondanks uw vaderlyk gezag.",[]
604,"In de 17de eeuw bijv. maakten de Franschen nog de intervallen tusschen de bataillons der eerste linie gelijk aan hunne frontbreedte, in het begin der 18de eeuw werden die intervallen nog slechts zoo groot gemaakt, dat er een eskadron van 100 à 150 paarden door kon, eindelijk vinden wij ze in het midden der 18de eeuw nog slechts zoo groot, dat er twee ligte stukken geplaatst kunnen worden.","[(248, 255, 'animals')]"
605,Hij huwde Alberta Aleida Dwars en was later fabrikant te Bolsward.,[]
606,"Voldoen dan Ouders en Vrienden aan hunnen pligt, de Kinders zullen gereeder ook den hunnen volbrengen.",[]
607,"Men houdt ze eerst in ’t wild op een plaats, ’t zy Kapoenen, of Kieken; en eer men ze in Kooijen opzet, waar in ze naau, en ider byzonder zitten, plukt men ze op den kop en tussen de bouten kaal, om dat men zich wys maakt, dat deze veren te veel voedsel na zich halen, waar van ’t lyf geen voordeel heeft.","[(51, 59, 'animals'), (64, 70, 'animals')]"
608,Groet met het roosen Cransken de ghebenedijde Moeder.,"[(14, 20, 'plants')]"
609,"Er was nog geen zand, geen klei, geen aarde: eerst moesten deze nog gevormd worden uit de langzamerhand verwerende oppervlakte van den steengrond en uit de verrotte en opgeloste overblijfselen van afgestorven plantjes.","[(209, 217, 'plants')]"
610,"Zestien jaar oud, werd hij in eene apotheek geplaatst.",[]
611,"Och hoe is nu soo haest, als eenen roock verdwenen, Den tijt mijns levens schoon, waer in ick heb gegroeyt, In jeught, in deught end' eer, als Lely schoon gebloeyt.","[(143, 147, 'plants')]"
612,"Elke verheffing van wind doet haar golven als de staart van een reusachtig paardwindje voert het overige nat mede en schudt het op een kwartier afstands op de boomen en de bloemen, als een dauw van juweelen.","[(159, 165, 'plants'), (172, 179, 'plants'), (75, 80, 'animals')]"
613,ik heb geene behoefte aan uwe fabelen.,[]
614,"‘s Morgens als den alwaarden Zonne, zijn rassche Paarden Al voor hem heene zend En dat den Dag zijn straale Verligten al-te-maale, Is ‘t ons Stier-man bekend.","[(49, 56, 'animals')]"
615,"Verhef de denkbeelden van welke zij uitgaan tot algemeen geldende en wij leggen er ons gaarne bij neder; beperk ze uitsluitend tot ééne kerk, ééne secte, en we zouden ons schuldig maken aan dezelfde eenzijdigheid, indien wij die begrippen in hunne toepassing onvoorwaardelijk toejuichten.",[]
616,De laatste regels zijn 's avonds vóór den dood des Dichters geschreven.,[]
617,"Maar met den avond, en ingevolge eener overeenkomst met Mejufvrouw garnier, ging het lijk des diers, als eigendom, aan het Museum over: men begon het te openen en, op de volgende dagen, te ontleden; alle welke verrigtingen bekwamelijk bestuurd en uitgevoerd zijn door de Heeren mayor, bourdet, eenen reizenden natuurkundige, en vichet, Elève aan de veeartsenijschool te Alfort.","[(85, 99, 'animals')]"
618,"dumbs; vol, fulls; wol, vulla; zon, sunnô; jong, juggs; wolf, vulfs; wij vonden, funthum.","[(56, 60, 'animals')]"
619,"Verhef het tot een hooger trans, En laat van de opgestoken lans D' ontzachbren Liebaart Daar de arend, in zijn steilste vlucht, Hem welkom heet in 't blaauw der lucht Bij 't schittrend bliksemzwaaien!","[(96, 101, 'animals')]"
620,Niet tegenstaande dit en het huis bedryf zyn zy geene Huishennen geworden.,"[(54, 64, 'animals')]"
621,"- Met hare onbeleefdheid jaegt de musch de zwaluwen uit hun nest en plant er haer jong gespuis in, dat dan weder zoo onbeleefd wordt, als de beminde ouders.","[(34, 39, 'animals'), (43, 51, 'animals')]"
622,"Bij uitstek groot zijn haare schoengespen, en altoos van goud of zilver.",[]
623,"De huisvader is 't met zijn wederhelft eens, dat Emilia delicaat is.",[]
624,"Geen slaep komt in mijn' oogen, Als 't muschjen dat om hooge Sit treurend' op het dack.","[(39, 47, 'animals')]"
625,"Als ick nu vernam, Admirael door de verbrandde Stad wandelen, en quam oock in dit verwoestede Koninghlijck Pallays; jae aen even deselve plaets.",[]
626,"Barcq hebben, gaense nae eenige Sand-banck.","[(14, 20, 'animals')]"
627,"Rusteloos dwaalden zij rond, naar de lucht, naar de boomen, naar de huizen, naar de menschen: naar de menschen vooral bleven zij gekeerd.","[(52, 58, 'plants')]"
628,"En komen er nu nog persoonlijke grieven bij; heeft iemand ons ooit, al was het zonder eenig opzet, op de teenen getrapt, heeft men ooit onze inbeelding of ij delheid gekrenkt of haar teleurgesteld, of ons tegengestaan in onze wenschen en plannen, dan roert de draak met te meer woede de staarten, en onze beleediger is voor altijd een domkop, zoo al geen deugniet.","[(260, 265, 'animals')]"
629,"Het is het land van de katoen, van den perzik en den wijngaard, en voor fijnharige schapen schijnt er geen beter oord te zijn.","[(23, 29, 'plants'), (39, 45, 'plants'), (53, 62, 'plants'), (83, 90, 'animals')]"
630,"Gaat hun gevoelen door, dan zoude deze naamsreden ook kunnen gegeven worden aan schop, scheppen, schepel, enz. Zie verder op Schaprade, en het Brem.","[(143, 147, 'plants')]"
631,"- Wat hun aanhang betreft, die moge door zulken allengs versterkt worden; maar, daar zij zich dagelijks langs hoe bespottelijker, door hunne liefdeloosheid en hun liegen en lasteren langs hoe verfoeijelijker, en daardoor, in weerwil van hun gedurig schreeuwen: des Heeren tempel, des Heeren tempel, des Heeren tempel zijn dezen!",[]
632,Vrijwillig bood hij zich tot het reddingswerk aan.,[]
633,Zeker slag van appelen: is dit een graauwe rabauw?,"[(15, 22, 'plants')]"
634,"Dit gaf aan Jesus leer een geheel ander voorkomen: zy was nu niet langer een vernuftig wysgeerig, doch feilbaar, en mooglyk harssenschimmig, zamenstel, onderworpen aan bedenkingen en tegenwerpingen.",[]
635,"Zy krimpt van koude, en zwygt, gelyk de nachtegaalen En zoete Vogeltjes, die in de Zydebaalen Hun stem verheffen, met den zoelen lentetyd; Waarmeê gy menigmaal gezongen hebt om stryd, En 't orgelkeeltje, dat uw' minnaar kon bekooren, Door al de dreeven van dat paradys doen hooren; Dat harten vangen kon met lieflyk kunstmuzyk, Ten lof van Hem die heerscht in 't hooge Hemelryk!","[(40, 52, 'animals'), (62, 71, 'animals')]"
636,"Invoegen dese woorden te kennen geven, dat de kerke Iesu Christimeer soude willen tegenwoordig zyn als op andere; want overal, waar sig sulke bevinden, die sig als schapen van Iesus vertoonen, dat daar de kerk, en de leger-plaatse van Iesus is.","[(164, 171, 'animals')]"
637,"Ik zeg dit niet ten behoeve van Dr v.T. en andere deskundigen; maar om niet in de schatting van sommigen te schijnen mij thans bezig te houden met nietigheden, die beneden onze aandacht behooren te blijven.",[]
638,"en de ondervinding leert, dat het gepeupel, of, wilt gij, de goede gemeente, geen kleur zo schoon ja zo dierbaar vindt, dan die der goudsbloemen; en waarom u misschien in verdenking te brengen bij zulken, die u zeer zeker staatkundige oogmerken zullen ten laste leggen?","[(132, 144, 'plants')]"
639,"Ja, 't was een verschrikkelijke tijd, toen god Decadi meester was; maar in ons dorp hoorde men zelfs nog van verre het kanon niet en men leefde bedaard weg, even als voorheen, onder het Oostenrijksch bestuur, dat de kunst verstond de kip behoorlijk en vaderlijk te plukken, zonder haar te dooden.","[(234, 237, 'animals')]"
640,"In dit Saizoen bedekken zy, om zo te spreeken, alle de Meeren en alle de Rivieren van SiberieLaplandSpitsbergenGroenlandLapland,’ schryft de Heer hoegstroem, ‘schynen deeze Vogels de plaats der Menschen te willen vervullen; want zo ras de Laplanders met den Voortyd na 't Gebergte trekken, vliegen de benden Wilde Eendvogels na de Zee ten Westen; en wanneer de Laplanders, in den Herfst, het Gebergte verlaaten, om in de vlakte te woonen, hebben die Vogels de vlakte reeds ontruimdregnard, ‘dat 'er een Land is, overvloediger voorzien van Eendvogels, dan Lapland, alle de Rivieren zyn 'er mede overdekt; en, in de maand May, vindt men de Nesten in zulk een overvloed, dat de vlakte 'er als mede ver-vuld is.","[(308, 324, 'animals')]"
641,"A propos, ik heb u nog vergeten te zeggen, dat vriend Hals ook gehuwd is.",[]
642,"Daer quam 'er een Vrouwtje van Wijk op Zee, Met botten en schollen alhier ter stee, Ook Scharren en Tong, Soo levend dat sprong, Hoord hoe het dat Vrouwtje alhier vergong.","[(48, 54, 'animals'), (58, 66, 'animals'), (88, 96, 'animals'), (100, 104, 'animals')]"
643,"Daer na is Don Frederico self in persoon voor Haerlem gekomen,Huys te Kleef onthouden, by sich hebbende den Grave van Boszu, Gouverneur van de Provincie van Holland.",[]
644,"De held van zijnen roman is een beschaafd en jong Katholijk Franschman, die, van een walvischvaarder ontvlugt, zich op een der eilanden redt, en met eene inlandsche vrouw in het huwelijk treedt, die aan de Protestantsche Zendelingen hare opvoeding te danken heeft.","[(85, 93, 'animals')]"
645,"Kon CHRISTUS kruis Uw gunst verwerven; Dit is mijn Levensboom, die de Eigenmin doet sterven.","[(51, 61, 'plants')]"
646,"Voeg daarbij de minachting, die de Christenen tegenover de Joden hebben; de vervolgingen, waaraan dezen in vroeger eeuwen van den kant van genen hebben blootgestaan; dan kan men begrijpen, dat de diep ingewortelde haat der Joden met woeker wordt vergolden, wanneer de maatschappelijke verhouding van dien aard is geworden, dat de Jood de onderdrukker is van de Christenen.",[]
647,"Onder hooge magnolia's en altijd groene eiken, van wier takken het spaansche mos in flarden nederhing als de oude grauwe vlaggen uit het roemrijk verleden in de troonzaal aan den Amstel, stond de eenvoudige kerk van ongeschilderd greenenhout.","[(12, 22, 'plants'), (40, 45, 'plants'), (67, 80, 'plants')]"
